id,carat,cut,color,clarity,size
2156,0.31,4,1,5,49.641718
2157,0.33,3,5,6,55.06985
2158,1.28,4,5,4,209.035644
2159,0.41,4,2,5,67.044672
2160,2.03,2,0,1,328.836
2161,0.7,4,0,2,115.97520000000002
2162,0.42,3,2,6,68.94528
2163,1.21,2,1,2,191.29921200000004
2164,1.01,4,5,2,164.77149
2165,0.33,2,3,6,53.183208
2166,1.07,3,3,2,174.874876
2167,0.4,3,4,5,65.22007800000002
2168,0.34,3,5,4,55.174104
2169,0.59,2,2,4,97.323195
2170,1.21,2,2,2,189.188376
2171,0.31,3,6,3,50.925236
2172,0.4,4,5,2,64.007487
2173,1.51,4,3,2,250.309059
2174,0.47,1,6,7,77.31201
2175,1.2,4,4,5,194.49955
2176,0.33,4,6,1,53.82720000000001
2177,1.01,0,4,1,158.79
2178,1.08,3,3,1,174.71601
2179,0.91,4,6,1,148.855882
2180,0.31,3,6,2,51.722244
2181,0.27,3,1,5,44.129025000000006
2182,0.56,3,5,3,92.895795
2183,0.46,2,5,2,75.127284
2184,0.31,3,3,1,52.061888
2185,1.2,4,1,3,193.126612
2186,1.21,3,2,1,200.145084
2187,0.41,4,3,3,67.04755199999998
2188,0.91,0,4,4,148.365732
2189,1.5,1,0,4,231.28225
2190,0.4,0,6,3,64.91053800000002
2191,0.54,3,1,7,90.60349999999998
2192,1.5,0,4,1,235.6163
2193,0.32,0,3,4,52.826532
2194,0.71,3,3,2,117.008178
2195,0.31,4,6,3,50.2713
2196,0.73,3,4,6,118.60992
2197,0.6,0,3,3,98.01825
2198,0.53,0,5,3,86.22336000000001
2199,0.71,3,3,2,116.928
2200,1.2,3,3,4,194.383278
2201,0.4,4,4,2,65.49732
2202,1.03,4,3,4,165.6344
2203,0.39,3,5,4,64.173739
2204,1.54,2,4,3,256.13884799999994
2205,0.72,3,1,5,118.56745200000002
2206,1.0,4,2,3,190.512
2207,0.39,3,3,5,63.92412
2208,0.4,2,4,2,65.96647200000001
2209,0.56,2,5,5,92.215584
2210,0.5,4,1,2,82.83466
2211,0.38,3,4,6,62.90770199999999
2212,0.3,0,6,3,49.4586
2213,0.7,3,5,4,117.82570799999998
2214,0.77,2,4,2,126.10132499999996
2215,1.01,2,4,5,164.852365
2216,0.41,2,6,3,65.80376000000001
2217,0.7,2,5,2,113.004234
2218,1.12,3,4,6,185.42414
2219,0.74,3,6,4,120.92304
2220,1.17,4,0,0,194.63451
2221,1.62,3,3,3,268.541208
2222,0.41,3,4,3,66.333456
2223,0.33,2,5,2,52.475472
2224,0.81,1,3,5,132.94975200000002
2225,0.37,4,5,3,60.41224
2226,0.44,3,3,2,70.83230999999999
2227,1.23,3,0,3,199.93095
2228,0.5,3,2,7,82.04981999999998
2229,0.4,3,1,2,64.33127999999999
2230,1.01,2,3,5,160.417644
2231,0.32,4,5,5,52.03224
2232,1.67,3,4,3,271.47012
2233,0.69,3,3,1,114.647664
2234,0.77,2,6,2,127.9272
2235,0.25,2,4,5,41.20875
2236,0.51,3,3,4,85.376025
2237,0.35,2,2,6,57.678884
2238,0.36,3,6,3,59.36207999999999
2239,0.52,2,4,3,84.791296
2240,1.06,3,4,2,175.24908799999997
2241,0.5,2,6,2,80.62821
2242,1.24,3,4,1,199.4583
2243,1.03,3,1,2,171.60840000000002
2244,1.03,4,1,2,166.4084
2245,0.9,2,5,2,145.094954
2246,0.33,3,3,5,54.89971200000001
2247,1.7,4,2,1,267.095478
2248,1.01,4,4,3,165.576358
2249,0.58,3,4,3,95.025372
2250,0.71,3,5,3,116.679
2251,0.58,3,4,6,95.627224
2252,0.92,3,5,2,150.20553600000002
2253,0.78,2,4,2,126.11079
2254,1.16,3,3,1,192.71472
2255,0.37,3,3,3,61.36884
2256,1.07,3,2,2,179.34048
2257,1.38,4,2,1,231.279628
2258,0.53,3,4,5,86.56326
2259,0.38,0,3,4,60.37318799999999
2260,1.2,4,3,3,193.594015
2261,0.7,3,1,3,115.743135
2262,0.97,2,4,5,160.195266
2263,0.72,3,5,2,121.97601
2264,1.5,2,6,3,235.422
2265,1.05,3,0,4,167.03178000000003
2266,0.51,3,2,3,82.69746
2267,0.9,0,5,1,139.010256
2268,0.26,3,4,5,42.15456
2269,1.1,3,3,3,181.98674000000003
2270,0.71,3,3,3,116.928
2271,0.34,3,2,5,55.594731
2272,0.37,3,2,4,61.922546
2273,0.5,2,3,2,80.07659400000001
2274,0.7,3,6,4,113.204952
2275,0.54,3,3,2,89.471952
2276,0.5,3,5,4,83.19833999999999
2277,0.42,3,1,2,69.80799
2278,0.9,1,6,1,142.633281
2279,1.0,2,6,1,163.617996
2280,0.92,0,6,1,150.19776000000002
2281,0.96,1,1,3,161.17052
2282,0.73,4,1,4,120.80401299999998
2283,0.52,3,5,3,86.422842
2284,0.76,2,4,1,124.381157
2285,1.01,3,5,1,165.73582199999998
2286,0.3,4,6,3,49.41216000000001
2287,0.37,4,3,5,59.78159999999999
2288,2.01,2,3,1,328.747728
2289,0.52,2,2,4,84.93534500000001
2290,1.13,4,0,1,183.51964000000004
2291,0.43,4,5,1,70.04224500000001
2292,0.41,4,6,5,66.97975000000001
2293,1.02,2,0,1,165.36636
2294,1.0,4,0,5,154.67520000000002
2295,0.52,3,6,3,84.70656000000001
2296,1.55,3,5,5,252.30744
2297,2.04,3,1,1,332.474316
2298,1.02,3,2,3,166.04287200000002
2299,1.52,1,6,2,238.022744
2300,0.35,4,5,3,57.04699
2301,1.03,4,4,6,171.622854
2302,1.25,4,1,2,202.472985
2303,0.31,4,2,4,51.575832000000005
2304,1.5,3,2,6,244.96516
2305,1.3,2,1,3,212.772736
2306,1.02,3,3,3,168.592028
2307,0.52,0,2,3,85.03040000000001
2308,0.7,3,3,2,114.89020399999998
2309,0.33,3,5,3,53.482
2310,1.01,3,2,1,164.83824000000004
2311,0.91,3,4,1,148.423968
2312,1.03,3,3,3,170.3016
2313,1.6,3,0,2,259.747488
2314,0.54,3,5,3,87.801525
2315,1.13,2,0,2,181.24898
2316,1.01,4,4,4,163.5816
2317,2.0,4,5,1,330.666336
2318,1.01,2,3,1,161.693532
2319,0.77,1,4,4,124.53811199999998
2320,0.51,4,3,2,83.68742400000001
2321,0.73,3,5,3,119.47361999999995
2322,0.68,0,0,4,108.18889500000002
2323,0.91,0,4,1,144.033474
2324,0.3,2,3,6,49.068488
2325,0.3,3,6,6,49.899456
2326,0.39,2,0,6,63.159216
2327,0.41,2,1,5,67.59471599999999
2328,0.38,4,2,4,62.942400000000006
2329,0.9,0,3,1,146.686356
2330,0.34,3,3,7,56.82543999999999
2331,1.14,2,3,1,188.83669
2332,1.18,2,5,0,187.73936
2333,0.38,4,2,3,61.85078200000001
2334,0.36,3,2,7,59.23189999999999
2335,0.4,3,0,5,67.65970800000001
2336,0.51,4,4,1,81.57654
2337,1.54,3,0,3,254.955
2338,0.53,3,3,7,86.56519200000001
2339,1.5,4,3,3,242.25159
2340,0.43,2,4,2,70.07400399999999
2341,2.18,4,0,3,360.723402
2342,0.34,3,4,3,55.94624
2343,0.3,0,5,5,50.22117799999999
2344,0.32,3,6,3,52.777248
2345,0.8,3,6,3,131.4594
2346,0.3,4,6,2,48.88402
2347,0.76,3,4,4,124.651296
2348,0.34,3,5,2,56.339584
2349,0.3,4,5,4,47.8504
2350,1.01,0,6,2,167.705615
2351,0.55,3,4,3,89.98290000000001
2352,0.8,3,2,1,126.106398
2353,1.5,3,6,3,246.676848
2354,2.51,4,0,3,409.478031
2355,0.75,4,4,3,124.175336
2356,0.31,3,6,3,51.08832000000001
2357,1.01,3,5,1,163.529046
2358,0.31,3,6,5,51.958426
2359,0.3,2,3,3,48.406428000000005
2360,0.3,4,6,7,48.72667799999999
2361,0.27,3,3,7,45.402324
2362,0.31,4,1,4,50.199435
2363,0.53,2,3,3,86.49017999999998
2364,1.04,0,4,4,167.598424
2365,1.25,4,2,1,202.331875
2366,2.51,4,0,1,411.191025
2367,0.77,3,3,2,126.573744
2368,0.41,2,5,1,67.77215999999999
2369,0.83,3,4,2,134.7276
2370,0.72,3,4,1,117.95097599999998
2371,0.7,4,3,0,111.451626
2372,1.01,2,5,3,162.572984
2373,0.3,3,3,7,50.7384
2374,0.31,2,1,3,50.528556
2375,1.52,3,3,3,247.888682
2376,0.43,4,1,7,70.004088
2377,1.04,4,5,1,173.85534
2378,0.56,1,5,1,88.66191599999999
2379,0.5,4,6,2,81.57972000000001
2380,1.89,3,0,4,311.97730199999995
2381,0.4,0,1,6,64.41552
2382,0.39,3,5,4,65.342322
2383,0.97,4,4,2,155.246328
2384,0.9,3,5,1,147.12768
2385,0.27,2,5,7,46.49364
2386,0.4,2,6,3,66.5808
2387,0.9,1,2,1,139.783239
2388,0.28,4,4,3,46.2026
2389,0.9,0,2,3,144.64203
2390,1.2,4,3,1,186.406815
2391,1.01,3,4,5,167.7016
2392,0.42,3,3,4,68.284458
2393,1.51,2,3,3,245.0829
2394,1.72,3,5,0,282.30202
2395,0.71,3,5,1,117.447288
2396,3.01,1,2,0,475.166412
2397,2.0,0,0,1,316.694326
2398,0.32,3,5,3,53.525352000000005
2399,0.73,3,6,3,120.301146
2400,0.7,2,3,4,117.064068
2401,0.9,0,2,0,147.40670999999998
2402,1.74,3,5,1,290.0898
2403,1.01,4,2,1,168.754392
2404,0.51,3,5,4,83.32161600000002
2405,1.01,4,4,2,161.847372
2406,1.11,3,3,1,183.29262
2407,0.71,3,2,1,115.980375
2408,0.53,3,3,5,87.879675
2409,0.4,2,5,2,66.48768
2410,1.71,0,0,1,270.7128
2411,1.22,4,2,2,195.766736
2412,0.73,4,6,3,118.542342
2413,0.56,3,5,4,92.307072
2414,1.21,3,3,3,199.87230000000005
2415,1.04,2,2,7,172.69402499999998
2416,0.5,0,3,5,81.0525
2417,1.26,3,3,5,208.440948
2418,1.05,4,3,3,172.535832
2419,0.73,3,5,4,121.1301
2420,0.41,4,1,6,66.839625
2421,0.77,4,3,3,123.270189
2422,0.62,3,2,7,100.731168
2423,1.28,3,3,1,209.381955
2424,1.23,3,3,6,203.2576
2425,0.84,3,3,2,137.762586
2426,0.26,3,5,5,43.17915
2427,0.7,2,1,4,113.80569000000004
2428,0.32,3,2,4,53.213706
2429,0.51,3,4,4,84.66813599999999
2430,1.04,4,2,2,169.80285500000002
2431,0.9,2,5,0,139.628527
2432,1.53,2,4,4,247.21158
2433,1.02,2,1,4,164.19648
2434,0.91,4,5,1,148.01997999999998
2435,0.55,3,3,5,89.61434999999999
2436,1.23,2,4,4,203.05867
2437,0.31,3,5,4,53.860794
2438,0.74,2,0,2,119.72434599999998
2439,1.51,2,0,5,243.45408
2440,1.7,4,1,2,273.701472
2441,0.5,3,6,3,82.127409
2442,1.15,4,5,1,188.97216
2443,1.09,0,6,7,184.487625
2444,1.01,3,3,1,167.342112
2445,0.3,4,5,3,48.90905999999999
2446,0.3,3,1,6,50.36256
2447,0.37,2,3,3,59.938515
2448,0.7,1,4,0,111.60072
2449,0.4,3,4,5,65.190168
2450,0.35,0,6,2,58.538704
2451,1.51,4,4,3,243.26082
2452,0.41,3,0,4,67.71718800000001
2453,0.52,4,4,2,84.23958
2454,0.32,0,2,4,52.15595
2455,1.02,4,1,2,159.503985
2456,1.03,3,6,1,168.340788
2457,1.5,2,2,1,237.578432
2458,0.72,2,3,2,118.18944
2459,0.32,3,0,7,53.422772
2460,1.56,3,3,5,255.596835
2461,2.01,2,2,2,334.191
2462,0.5,2,4,5,81.567
2463,2.02,2,2,3,319.435596
2464,0.78,4,5,4,125.388648
2465,2.04,4,3,2,335.51920000000007
2466,1.01,3,4,1,166.88592
2467,1.52,4,0,4,246.342144
2468,0.33,3,3,4,54.578700000000005
2469,0.5,3,4,6,82.80857200000001
2470,0.3,3,4,4,50.101632000000016
2471,0.33,3,0,4,53.8461
2472,0.73,2,4,2,116.395209
2473,0.3,3,5,3,49.641718
2474,2.22,2,0,1,360.470754
2475,0.33,2,3,4,54.469088000000006
2476,0.39,2,5,3,63.35835000000001
2477,0.9,0,6,3,144.29376
2478,0.76,2,5,3,123.030144
2479,1.04,4,2,1,172.46618999999998
2480,0.54,4,3,4,88.856654
2481,1.01,4,5,1,163.084614
2482,0.3,4,2,2,49.460712
2483,0.35,3,4,3,57.38591999999999
2484,1.02,3,5,4,166.825624
2485,1.01,1,2,2,159.215625
2486,0.42,3,6,6,68.339888
2487,0.32,3,6,1,53.70705
2488,0.52,3,3,5,84.6846
2489,1.5,3,1,4,242.109
2490,0.25,3,5,5,41.922
2491,0.79,3,6,2,128.56614
2492,1.01,0,5,5,162.09001799999996
2493,0.27,2,4,5,44.345448000000005
2494,0.7,2,5,3,109.22239500000002
2495,1.03,3,4,4,172.22436
2496,1.01,1,6,3,162.226176
2497,0.3,3,5,6,49.853232000000006
2498,0.3,4,2,3,48.65559
2499,1.11,4,6,2,183.186976
2500,1.0,0,6,3,161.2416
2501,0.7,2,2,6,115.256904
2502,0.57,3,6,1,93.3966
2503,1.23,4,0,3,199.8282
2504,1.5,1,1,1,231.3288
2505,1.0,2,3,2,163.56555
2506,0.23,0,4,4,36.78773
2507,1.02,0,2,1,162.02934000000002
2508,1.05,4,4,2,173.35447200000002
2509,1.07,3,2,5,176.9526
2510,1.34,2,5,1,216.273922
2511,0.38,3,2,5,62.56982
2512,0.4,4,2,4,64.805832
2513,0.35,4,6,3,57.05535
2514,1.5,4,3,4,241.369224
2515,0.53,4,4,3,87.481164
2516,0.47,3,1,3,77.19000000000001
2517,1.2,3,2,4,194.843308
2518,0.32,3,1,7,53.784828000000005
2519,0.26,3,6,4,43.0746
2520,0.33,2,1,7,54.654624000000005
2521,0.31,3,4,3,50.913464000000005
2522,0.9,2,2,4,142.09187999999995
2523,1.04,3,2,1,178.02179999999998
2524,0.3,0,2,4,49.64177999999999
2525,0.33,3,5,4,53.69637
2526,0.7,3,1,5,116.598342
2527,1.04,2,0,1,166.035324
2528,0.42,3,5,3,68.00112
2529,0.3,4,0,4,49.154160000000005
2530,0.51,3,2,2,84.66813599999999
2531,1.01,2,3,4,159.97743
2532,0.5,2,5,2,81.53785199999999
2533,1.01,0,3,4,164.48277999999996
2534,0.32,3,4,4,52.58429799999999
2535,1.27,4,3,1,205.970688
2536,0.34,4,3,2,55.51463999999999
2537,0.31,4,3,4,51.88806
2538,1.0,2,4,3,158.567755
2539,0.3,2,3,4,49.411362
2540,0.32,4,2,3,53.70705
2541,1.02,4,5,2,167.797854
2542,1.55,3,3,1,258.778078
2543,0.7,4,4,1,113.93073600000002
2544,0.42,3,4,5,69.03252200000001
2545,1.52,3,6,1,245.60172
2546,0.41,3,3,4,68.018958
2547,0.26,4,5,5,42.528288
2548,0.28,3,2,7,46.36926
2549,1.0,0,0,2,160.47605699999997
2550,0.71,4,2,4,118.408466
2551,1.7,3,1,4,278.565196
2552,0.27,2,6,5,42.86447999999999
2553,1.85,2,2,0,297.414
2554,0.38,3,3,5,62.40614399999999
2555,1.2,0,2,2,191.67859199999995
2556,1.51,4,1,3,247.535496
2557,1.2,4,2,2,192.21132
2558,1.31,2,2,3,213.131072
2559,0.38,3,1,4,64.19556
2560,0.33,3,4,3,53.09304
2561,1.16,3,6,1,192.21132
2562,1.55,4,2,3,255.253635
2563,0.33,3,4,6,54.2113
2564,0.52,3,3,5,85.098354
2565,0.57,3,4,5,94.032135
2566,0.41,3,3,2,67.51845600000001
2567,2.24,2,1,1,365.4961379999999
2568,0.36,3,2,3,60.04294500000001
2569,0.55,2,6,3,90.678006
2570,0.3,4,2,4,48.92659200000001
2571,0.81,4,1,5,126.062664
2572,1.7,4,1,4,279.701928
2573,0.53,3,3,5,86.46456
2574,1.54,4,2,3,242.727819
2575,0.51,4,4,4,85.23216
2576,1.2,2,1,6,190.11518
2577,0.7,1,6,3,112.41747
2578,2.0,1,2,1,314.292224
2579,1.0,0,6,1,153.622182
2580,1.02,0,6,2,163.523295
2581,0.38,3,5,5,63.18977700000001
2582,1.52,4,1,2,249.084
2583,1.01,3,5,1,163.939923
2584,0.33,2,2,6,55.049838
2585,0.91,3,2,5,148.563072
2586,0.56,3,6,3,92.5015
2587,0.58,3,3,3,95.380944
2588,0.51,3,5,3,83.23224
2589,0.7,0,4,2,113.96011199999998
2590,1.33,3,2,1,216.51960000000005
2591,1.0,2,6,4,159.322452
2592,0.33,4,3,4,53.695278
2593,0.75,2,6,1,120.04704
2594,0.41,3,3,3,68.05572799999999
2595,1.18,4,3,5,193.205376
2596,0.51,3,6,2,83.58529200000001
2597,0.9,4,3,3,142.90256
2598,0.31,3,6,3,51.871026
2599,1.1,3,2,1,180.87867000000003
2600,1.01,3,2,1,165.83853000000002
2601,0.7,3,2,2,113.70239999999998
2602,0.9,2,5,2,148.208125
2603,1.2,2,6,1,191.30175000000003
2604,0.7,4,5,2,113.52572
2605,2.0,2,1,1,315.32508
2606,1.5,2,1,4,245.856996
2607,0.55,3,5,5,91.1196
2608,0.41,2,0,4,64.96904
2609,0.25,4,2,6,40.258894
2610,1.0,3,4,1,167.215209
2611,0.71,3,6,4,115.7184
2612,0.51,3,4,5,83.950592
2613,0.31,4,3,4,49.154160000000005
2614,0.7,4,5,2,114.45789600000002
2615,2.01,0,1,3,309.115998
2616,0.31,0,2,4,50.40921600000001
2617,1.01,4,3,2,160.91718
2618,1.09,3,4,5,179.40779999999998
2619,0.71,4,4,3,114.73103
2620,0.51,3,6,2,82.90464000000001
2621,0.34,4,4,3,55.56209999999999
2622,1.1,3,5,0,178.699053
2623,0.7,2,1,6,111.1355
2624,0.73,3,4,3,118.81584
2625,0.33,2,3,3,54.059733
2626,1.13,4,0,2,186.042308
2627,1.61,4,2,2,265.188528
2628,1.2,2,5,1,194.550167
2629,0.41,3,4,3,68.16096
2630,0.27,2,3,5,45.265408
2631,0.35,4,4,2,57.154557
2632,1.71,3,0,2,271.83775
2633,0.7,3,4,1,114.24752
2634,0.5,4,3,4,82.386486
2635,0.56,3,4,4,92.10075
2636,1.21,4,0,4,198.4364
2637,1.2,2,1,2,192.493125
2638,0.42,4,4,3,67.63007999999999
2639,1.01,3,5,2,166.34648800000002
2640,1.52,2,5,4,249.85038
2641,0.71,3,5,2,119.90688
2642,2.02,3,2,2,328.94955600000003
2643,1.01,1,4,1,162.4875
2644,0.26,2,5,5,42.70915599999999
2645,0.23,2,5,6,38.328288
2646,0.32,3,6,2,54.303795
2647,0.4,3,3,4,66.29860000000001
2648,0.36,0,5,1,59.43574
2649,0.74,4,6,3,120.014846
2650,0.47,0,4,4,76.70426400000001
2651,0.3,2,3,3,49.985656
2652,0.94,4,5,1,155.08147200000002
2653,0.7,4,3,2,113.32735999999998
2654,0.47,4,3,2,77.376936
2655,0.51,2,5,2,82.511445
2656,2.36,3,0,3,391.175136
2657,0.32,3,3,4,53.183208
2658,0.9,2,3,7,146.0145
2659,1.05,3,3,3,171.842424
2660,0.71,2,1,6,115.41311500000002
2661,0.52,4,3,5,84.17714400000001
2662,2.13,3,2,2,347.20768
2663,0.33,3,4,6,54.45660000000001
2664,0.3,2,6,5,49.537365
2665,0.51,3,4,1,85.551326
2666,0.73,1,2,3,119.811648
2667,0.71,3,1,5,121.42352799999998
2668,0.41,3,4,3,68.447856
2669,1.03,4,6,4,170.92906200000002
2670,0.32,4,3,3,51.959502
2671,0.34,3,3,3,55.64077199999999
2672,1.21,3,1,4,198.480483
2673,1.0,4,4,6,160.652907
2674,1.02,3,4,3,166.4096
2675,0.72,3,3,5,118.728136
2676,1.01,3,3,2,165.7656
2677,0.33,3,3,7,55.84236899999999
2678,0.76,4,4,1,124.095048
2679,0.42,3,5,1,68.91695999999999
2680,0.32,4,5,6,51.56054999999999
2681,0.37,4,3,3,61.148046
2682,0.72,3,0,2,119.26656
2683,0.32,4,3,2,50.80843499999999
2684,1.04,2,2,0,166.09136999999998
2685,1.01,0,3,2,162.60096
2686,0.29,2,3,5,47.796672
2687,0.7,4,2,2,111.82028
2688,0.31,3,1,6,51.20766
2689,0.7,3,3,5,116.993525
2690,0.77,3,2,3,126.11079
2691,0.56,3,6,3,93.53084
2692,0.4,4,5,2,65.63667600000001
2693,0.3,3,2,3,50.522808
2694,1.2,2,0,2,197.64864
2695,0.3,3,2,2,49.4543
2696,0.4,4,3,2,65.9376
2697,0.38,2,6,3,61.23059999999999
2698,0.32,3,3,7,53.482
2699,0.4,0,6,2,65.40802000000001
2700,1.09,3,3,4,183.5666
2701,0.56,3,6,7,91.960704
2702,0.44,3,3,2,70.83230999999999
2703,1.01,2,6,2,161.49248
2704,0.81,3,5,2,131.120304
2705,1.23,4,3,2,196.313232
2706,0.53,4,5,3,87.31863
2707,0.42,3,5,3,68.74608
2708,0.23,2,4,5,38.945600000000006
2709,1.51,3,2,2,245.840088
2710,1.02,4,0,1,162.76369200000002
2711,0.28,2,5,5,46.96231399999999
2712,0.39,4,3,3,63.19123199999999
2713,0.32,3,3,4,51.75151499999998
2714,1.2,2,1,3,198.769392
2715,1.05,4,4,4,173.54195100000004
2716,1.01,1,3,3,153.2826
2717,0.64,3,4,3,106.19259
2718,0.39,3,6,4,64.254762
2719,0.43,3,2,2,69.929223
2720,1.06,3,6,5,174.182526
2721,0.5,0,3,5,81.954796
2722,0.48,2,5,2,78.499686
2723,0.39,4,2,6,64.46990000000001
2724,0.7,2,4,2,114.8574
2725,0.36,3,3,5,60.094116
2726,0.43,2,3,5,69.84119999999999
2727,0.65,2,6,5,108.597633
2728,0.92,0,6,1,146.205066
2729,0.35,3,3,7,58.814424
2730,0.32,3,2,6,52.943373
2731,0.35,4,3,4,57.23133599999999
2732,0.33,3,5,5,54.302976000000015
2733,1.36,4,2,3,223.558335
2734,1.01,4,5,2,163.251306
2735,0.43,3,3,4,70.53063999999999
2736,1.21,3,2,4,198.314172
2737,0.32,3,5,6,52.46316099999999
2738,0.3,2,6,3,47.39102199999999
2739,0.58,3,1,6,94.63281
2740,1.52,2,0,2,247.418928
2741,0.57,3,3,3,93.28795
2742,1.16,2,1,2,187.788744
2743,0.31,4,4,7,50.711228000000006
2744,0.26,0,4,4,42.44729999999999
2745,0.41,2,3,5,67.648196
2746,1.2,3,2,1,197.75124
2747,0.32,2,2,4,52.754625
2748,0.3,4,2,5,48.66833400000001
2749,0.42,2,4,3,68.968064
2750,1.03,3,3,4,167.083868
2751,0.51,4,4,3,84.04032000000001
2752,0.71,2,5,4,115.12224
2753,0.3,3,2,5,50.290785
2754,0.71,4,4,4,115.091061
2755,3.05,4,5,0,484.8073
2756,1.59,4,1,3,260.653316
2757,0.81,3,4,2,133.336658
2758,1.0,0,4,1,159.16536000000002
2759,0.31,3,6,3,50.828880000000005
2760,1.54,3,3,1,253.93518
2761,0.74,4,3,1,121.839362
2762,0.57,4,5,3,93.74804999999998
2763,0.26,2,5,5,43.19154
2764,1.01,2,4,3,163.5616
2765,0.25,2,5,3,41.41327499999999
2766,0.93,2,4,2,156.270114
2767,0.7,1,6,2,110.009905
2768,0.4,2,3,4,67.65264999999998
2769,0.41,3,6,2,67.51845600000001
2770,0.31,3,3,7,51.251494
2771,0.71,4,0,3,116.863272
2772,0.52,3,4,5,86.33305500000002
2773,1.12,4,1,1,184.04736
2774,0.32,2,3,5,51.93334499999999
2775,0.3,3,5,5,49.871808
2776,1.07,4,6,1,170.84844
2777,1.02,4,2,3,166.95835
2778,0.56,3,2,2,92.199939
2779,1.04,3,3,4,172.26762
2780,0.76,3,5,3,126.573744
2781,0.3,0,0,4,48.88296
2782,1.03,3,0,2,167.13820500000003
2783,1.0,4,4,2,157.6575
2784,1.51,2,4,1,243.650025
2785,1.2,4,3,2,189.434112
2786,1.23,3,3,5,201.389877
2787,0.25,3,3,4,42.1362
2788,0.31,3,2,6,50.36256
2789,0.7,3,3,1,114.93196
2790,0.7,3,1,2,115.7728
2791,1.0,2,6,3,158.24835
2792,1.0,4,3,4,166.5495
2793,0.41,4,2,1,68.44437599999999
2794,1.09,4,3,5,180.632
2795,0.7,4,4,2,116.1202
2796,0.5,3,2,6,83.850876
2797,1.28,4,2,1,208.421122
2798,1.12,2,1,2,186.348989
2799,1.22,3,1,2,196.63424
2800,0.44,3,3,4,73.287408
2801,0.71,3,4,4,114.7139
2802,0.35,3,0,3,58.17374399999999
2803,0.32,3,1,4,52.80528000000001
2804,1.01,2,3,4,168.59699999999998
2805,0.73,0,5,2,123.7296
2806,1.21,2,5,2,192.956088
2807,0.3,4,4,7,49.64092
2808,1.01,2,2,3,158.10933599999998
2809,0.36,4,6,3,60.41224
2810,0.55,2,2,3,89.595616
2811,1.2,3,3,3,197.611218
2812,0.4,3,6,2,66.766167
2813,1.11,4,3,1,179.60976
2814,1.55,3,0,3,251.136972
2815,0.3,2,3,7,49.39108999999999
2816,0.76,2,3,3,125.25536
2817,0.31,0,1,4,50.42696
2818,0.31,3,5,3,50.667495
2819,0.71,3,4,5,116.30467500000002
2820,0.71,2,3,2,116.841576
2821,0.31,0,6,2,49.11192000000001
2822,0.6,1,4,2,99.24314400000002
2823,1.21,2,4,1,192.996452
2824,0.41,3,3,3,65.63667600000001
2825,0.9,1,4,3,146.401008
2826,0.4,3,4,5,66.193512
2827,0.37,3,4,6,60.91228
2828,0.33,2,6,4,54.82400000000001
2829,0.9,3,5,1,147.320451
2830,0.91,3,5,2,150.95808
2831,0.3,3,2,5,50.17464
2832,0.38,3,5,7,62.622832
2833,1.31,3,4,4,215.89833
2834,1.51,2,3,3,249.28137
2835,1.21,3,6,4,197.46632
2836,0.35,4,5,3,55.670612
2837,1.0,1,4,3,161.16244799999998
2838,0.64,2,2,5,106.436395
2839,0.31,3,5,3,52.03359000000001
2840,0.33,3,6,1,55.1151
2841,1.51,4,3,3,239.4756
2842,0.32,0,5,2,51.252796
2843,1.04,2,5,4,171.05400000000003
2844,0.31,2,3,3,51.468112000000005
2845,0.4,3,5,6,65.58145
2846,0.9,1,6,1,140.65800000000002
2847,0.3,2,3,3,47.415125
2848,0.72,3,3,2,116.5536
2849,1.03,3,6,1,172.03260899999998
2850,0.9,2,4,2,143.96150999999998
2851,0.31,0,4,5,50.89741800000001
2852,0.34,4,4,3,55.496448000000015
2853,1.07,2,4,2,174.81419999999997
2854,1.0,4,4,2,157.2732
2855,0.42,4,2,6,68.58431999999999
2856,0.4,2,4,4,65.052636
2857,0.31,3,3,4,51.32484
2858,0.4,3,5,4,64.804656
2859,0.36,2,4,2,57.33112
2860,0.42,3,4,2,69.912832
2861,1.23,3,2,2,201.41123600000003
2862,0.73,3,5,3,120.727
2863,0.29,2,5,4,49.29618400000001
2864,1.0,3,4,2,161.03202000000002
2865,2.0,1,2,1,318.13695
2866,0.32,4,1,2,52.077324
2867,0.59,3,6,4,96.025545
2868,0.51,3,5,1,83.39456000000001
2869,1.05,0,1,3,169.057218
2870,1.52,2,3,3,249.701496
2871,1.2,3,2,1,195.06312
2872,1.01,4,2,3,161.02965
2873,1.5,4,5,1,239.83784999999995
2874,1.0,4,3,3,156.54528
2875,1.01,2,4,3,160.56683999999998
2876,0.76,3,6,3,125.663739
2877,0.3,2,3,3,48.815968000000005
2878,0.35,0,4,3,58.7574
2879,1.22,3,3,4,196.978566
2880,0.33,2,1,4,53.26156
2881,0.3,0,5,2,49.3425
2882,0.3,3,5,7,49.268472
2883,0.7,2,6,2,114.449728
2884,0.82,3,3,1,132.779132
2885,0.33,3,5,6,54.5904
2886,0.39,4,0,6,62.51436600000001
2887,0.38,3,5,4,62.724998000000014
2888,0.32,3,3,5,52.253838
2889,1.0,2,3,3,156.66314300000002
2890,0.31,4,3,2,50.25584199999999
2891,0.5,0,4,3,79.406598
2892,0.38,3,3,2,63.703692
2893,0.3,2,3,3,48.370608
2894,0.42,3,4,4,68.428503
2895,0.32,3,5,3,51.8694
2896,0.43,4,3,2,69.63936
