id,carat,cut,color,clarity,size
1473,0.31,Ideal,E,VS2,52.15266
1474,0.7,Ideal,F,SI1,113.08425599999998
1475,0.33,Very Good,G,VVS1,53.86874400000001
1476,0.41,Ideal,E,VS2,66.89235000000001
1477,0.31,Ideal,E,SI1,51.808146
1478,1.09,Ideal,H,SI1,178.427886
1479,0.9,Fair,I,SI1,142.911
1480,0.57,Premium,E,SI1,91.916352
1481,2.02,Very Good,H,VS2,332.347368
1482,1.0,Ideal,F,SI2,163.990554
1483,0.3,Premium,I,VS1,48.934368
1484,1.51,Fair,I,SI1,225.36348
1485,1.02,Good,G,VS1,165.88638
1486,0.36,Premium,D,SI1,59.16474
1487,0.7,Good,E,SI1,113.613696
1488,0.34,Ideal,E,SI1,56.431375
1489,0.5,Ideal,G,SI2,84.11392000000001
1490,1.62,Ideal,G,VS2,265.629786
1491,0.31,Premium,E,SI1,50.1294
1492,1.02,Very Good,E,SI1,164.29101
1493,1.08,Very Good,E,SI1,174.18056700000002
1494,1.51,Very Good,G,SI1,238.22496
1495,0.3,Ideal,G,VVS1,49.068488
1496,1.27,Premium,F,VVS1,210.717045
1497,0.92,Good,E,SI2,146.27536
1498,0.73,Premium,H,SI1,120.47759999999998
1499,0.3,Ideal,D,VS2,49.66790400000001
1500,0.9,Good,E,SI2,140.9849
1501,0.9,Very Good,D,SI1,143.91799500000002
1502,0.41,Very Good,F,VS1,66.764712
1503,0.76,Premium,D,SI1,125.874924
1504,0.37,Good,F,VS2,61.438248
1505,0.51,Ideal,E,SI1,85.11681200000001
1506,1.07,Good,H,VS2,175.60227
1507,2.03,Very Good,D,SI2,323.19798
1508,0.31,Ideal,D,VS2,51.09048
1509,1.54,Premium,H,VS2,251.303528
1510,0.31,Good,G,VVS2,49.36038400000001
1511,0.57,Ideal,F,VVS2,93.463965
1512,0.39,Very Good,G,SI1,64.584232
1513,1.2,Ideal,I,VS2,190.615136
1514,0.92,Very Good,F,VS1,149.69625
1515,0.36,Ideal,F,VVS2,59.540916
1516,1.02,Very Good,D,VS2,169.77689999999998
1517,0.38,Ideal,G,VVS1,62.957628
1518,1.01,Good,F,SI2,171.582912
1519,0.76,Premium,D,SI2,126.568494
1520,1.22,Ideal,F,VS2,195.942
1521,0.7,Good,E,SI2,115.669008
1522,0.42,Very Good,D,SI1,68.62464
1523,0.42,Premium,D,SI2,68.82556799999999
1524,0.62,Very Good,D,SI1,100.80116
1525,1.0,Good,G,SI1,155.60760599999998
1526,0.93,Good,E,SI1,148.94997
1527,0.54,Very Good,E,VS2,87.13099799999999
1528,1.0,Very Good,F,VS2,159.5144
1529,1.2,Good,I,VS1,188.2881
1530,0.72,Very Good,G,SI2,116.876277
1531,0.37,Ideal,I,VS1,62.687745
1532,1.04,Ideal,G,VS2,168.3799
1533,1.12,Ideal,F,VS1,186.458688
1534,1.05,Very Good,E,SI2,165.21499200000002
1535,1.51,Very Good,H,SI1,244.64440200000004
1536,1.0,Ideal,E,SI1,161.997144
1537,1.0,Good,G,VVS1,166.25472000000002
1538,1.75,Very Good,H,SI2,284.21951999999993
1539,0.37,Very Good,E,VS2,59.36207999999999
1540,0.71,Premium,F,SI1,114.96672
1541,0.5,Fair,G,I1,80.675028
1542,0.61,Good,F,VS2,93.996952
1543,0.54,Ideal,D,SI1,88.248798
1544,1.33,Premium,I,VS1,222.233214
1545,1.02,Premium,G,SI1,164.86400000000003
1546,0.41,Ideal,F,IF,68.713029
1547,1.01,Premium,J,SI2,157.324739
1548,1.2,Premium,H,SI2,193.78404
1549,2.42,Premium,J,VS2,389.314926
1550,1.7,Very Good,E,VS2,286.868736
1551,0.3,Very Good,E,VS1,49.52654
1552,0.31,Good,D,SI2,50.96410000000001
1553,0.32,Ideal,G,VS1,52.49244
1554,0.34,Premium,E,SI1,56.596995
1555,0.51,Ideal,F,SI2,85.39418400000001
1556,1.26,Premium,I,SI2,206.878137
1557,0.4,Very Good,D,VS2,63.328002000000005
1558,0.41,Ideal,H,VVS1,67.31423999999998
1559,0.4,Very Good,E,SI2,65.88648
1560,0.32,Good,E,VS2,52.36185600000001
1561,0.91,Premium,E,VS1,147.32509500000003
1562,1.25,Ideal,G,VS2,204.42114
1563,0.7,Good,F,VS1,111.03996
1564,1.02,Fair,H,VS2,160.113408
1565,1.01,Premium,G,VS1,164.09887200000003
1566,0.38,Premium,H,VVS2,61.523616
1567,0.5,Very Good,E,VS2,82.15972599999999
1568,0.54,Ideal,D,SI1,89.30120400000001
1569,2.32,Premium,F,SI2,380.66932
1570,0.57,Ideal,F,VVS2,92.59047
1571,0.7,Ideal,H,VS1,114.89020399999998
1572,1.01,Very Good,G,SI2,157.93152000000003
1573,2.01,Premium,I,SI2,322.95715199999995
1574,1.01,Good,E,VS1,162.89926400000002
1575,0.32,Ideal,H,VS2,51.75151499999998
1576,0.37,Premium,E,VS1,60.15128
1577,0.52,Ideal,G,VS1,85.03616
1578,1.26,Very Good,G,SI1,203.295744
1579,0.6,Ideal,D,VS2,97.86623
1580,0.52,Premium,E,VS1,84.66813599999999
1581,0.32,Premium,G,VS2,51.690132
1582,1.21,Ideal,F,VS2,194.616
1583,1.05,Ideal,H,SI1,171.60639999999998
1584,0.9,Very Good,H,VS1,147.99053500000002
1585,1.82,Very Good,G,SI2,300.282066
1586,0.31,Ideal,G,VS2,51.797610000000006
1587,1.23,Premium,F,VS2,202.670208
1588,2.08,Ideal,H,SI2,342.72392
1589,0.48,Ideal,F,VVS1,78.215256
1590,0.94,Premium,F,SI2,153.95077600000002
1591,2.02,Ideal,G,SI2,323.664744
1592,0.41,Ideal,D,SI2,68.31552
1593,1.15,Premium,E,SI2,183.84264
1594,0.66,Premium,F,SI1,109.879021
1595,1.52,Fair,H,SI1,235.7271
1596,0.42,Ideal,F,SI1,69.80799
1597,0.41,Ideal,H,SI1,67.71718800000001
1598,1.02,Ideal,H,VVS2,165.22191
1599,0.52,Ideal,F,IF,85.46689199999999
1600,1.07,Ideal,D,SI2,173.68896999999998
1601,0.53,Ideal,F,VVS2,86.85984000000002
1602,1.05,Ideal,I,VS2,173.365218
1603,1.01,Premium,E,VS1,161.79479999999998
1604,0.74,Good,G,SI1,116.079414
1605,1.27,Premium,F,SI2,207.54507
1606,0.34,Premium,I,VS2,56.169344
1607,0.53,Ideal,D,VS2,88.65204
1608,1.01,Very Good,H,VS2,164.0912
1609,0.5,Premium,E,VS2,81.990738
1610,1.01,Premium,F,VS2,163.40559
1611,0.25,Premium,F,IF,41.81999999999999
1612,1.07,Ideal,I,VS1,172.692
1613,0.53,Ideal,D,SI1,86.19040000000001
1614,0.94,Premium,G,SI2,145.04336
1615,1.0,Good,G,VVS2,156.87504
1616,0.5,Very Good,D,SI2,79.977
1617,0.9,Ideal,H,VS1,145.654308
1618,0.6,Premium,D,SI1,96.815719
1619,1.02,Ideal,D,VVS2,170.39694
1620,0.34,Good,G,SI1,54.96744
1621,1.01,Fair,E,VS2,161.92867199999998
1622,0.38,Ideal,D,VS1,62.75692799999999
1623,1.3,Premium,I,VS1,208.062864
1624,0.47,Very Good,F,VVS2,76.554085
1625,0.7,Ideal,F,VS1,116.35267
1626,0.38,Ideal,D,VS1,62.28789000000001
1627,0.25,Fair,F,SI2,42.19848
1628,0.38,Premium,G,VS2,60.846552
1629,0.4,Ideal,D,SI1,64.144548
1630,0.31,Very Good,G,SI1,50.76064
1631,0.32,Very Good,G,VS1,53.182395
1632,0.75,Ideal,I,VS1,122.93541
1633,0.27,Very Good,F,VVS1,45.078534000000005
1634,1.34,Ideal,F,SI1,220.791858
1635,0.4,Premium,J,VS1,66.39945900000001
1636,0.43,Very Good,G,VS1,73.850224
1637,0.38,Ideal,D,VS1,62.354062000000006
1638,2.0,Good,G,SI1,309.285
1639,0.51,Ideal,E,VS2,84.605499
1640,1.69,Premium,I,I1,271.409292
1641,0.5,Premium,D,SI2,83.03361600000001
1642,1.01,Good,G,SI1,158.81746800000002
1643,1.06,Premium,F,VS2,174.01797000000002
1644,0.54,Ideal,E,SI1,88.856654
1645,0.38,Ideal,D,VS2,63.07776
1646,1.0,Very Good,I,SI1,159.768
1647,1.01,Premium,G,VS1,161.13934200000003
1648,1.21,Premium,F,SI1,200.069376
1649,0.39,Ideal,F,SI1,64.55544
1650,0.83,Fair,I,VS2,131.27736000000002
1651,0.33,Premium,I,VS2,52.560872
1652,1.7,Ideal,I,SI1,280.467456
1653,0.91,Premium,I,VS1,148.70856000000003
1654,1.14,Ideal,F,VVS2,188.068608
1655,1.0,Good,H,VS2,158.434125
1656,2.0,Very Good,J,VVS2,320.7128
1657,1.53,Premium,I,SI1,244.508496
1658,1.24,Very Good,I,SI1,202.177404
1659,0.32,Ideal,G,VS1,53.092221
1660,0.81,Premium,J,SI1,130.00759200000005
1661,0.36,Premium,D,SI1,58.814424
1662,0.39,Good,G,VS2,62.80894500000001
1663,0.41,Premium,F,VS2,67.292775
1664,0.3,Premium,D,VVS2,49.53676
1665,0.32,Ideal,D,VS2,51.915600000000005
1666,0.33,Good,D,VS2,54.20688
1667,0.7,Good,G,VVS1,115.58995
1668,0.3,Premium,D,SI2,49.16082599999999
1669,0.26,Very Good,F,VVS1,43.019392
1670,0.64,Fair,E,SI1,100.801085
1671,0.33,Ideal,E,VS2,53.603
1672,1.2,Very Good,F,VVS2,193.850426
1673,0.3,Good,I,VVS1,48.833658
1674,1.64,Very Good,F,SI1,266.917416
1675,1.21,Premium,E,SI2,194.49108
1676,1.0,Good,F,VVS2,165.08625
1677,0.34,Very Good,E,VS2,56.302776
1678,0.74,Ideal,H,SI1,121.10076
1679,0.31,Ideal,D,SI1,51.278891
1680,0.36,Ideal,E,VS2,59.929794
1681,0.32,Good,G,SI1,52.77680999999999
1682,0.37,Premium,E,VS2,60.3198
1683,0.91,Premium,F,SI2,150.567912
1684,2.03,Premium,E,SI2,338.881536
1685,0.7,Premium,H,VS2,112.5208
1686,1.31,Ideal,I,VS2,216.195
1687,0.4,Ideal,F,SI2,65.052636
1688,1.02,Premium,E,VS2,172.163475
1689,2.01,Ideal,G,SI1,317.67941799999994
1690,1.32,Premium,I,SI1,214.553856
1691,0.3,Good,G,VS2,49.640578
1692,1.71,Ideal,F,SI2,283.035272
1693,1.02,Premium,G,SI2,163.5816
1694,0.5,Premium,D,SI2,78.244992
1695,0.53,Ideal,G,VVS2,88.148328
1696,0.33,Premium,F,VS2,53.54774000000001
1697,0.33,Ideal,E,VS2,53.64920000000001
1698,1.2,Ideal,D,VS2,195.16433400000005
1699,0.71,Ideal,F,VS2,116.271736
1700,0.4,Premium,G,IF,65.204469
1701,0.25,Ideal,E,VVS1,42.464016
1702,0.41,Premium,G,VS2,66.66482500000001
1703,0.3,Premium,G,VS1,48.09008
1704,0.91,Very Good,H,SI1,146.64521999999997
1705,0.31,Ideal,E,VS2,50.47914
1706,1.22,Premium,F,VS2,197.676
1707,0.71,Good,F,SI1,110.812905
1708,2.01,Very Good,I,VS1,315.252936
1709,0.83,Ideal,E,SI2,137.712
1710,0.84,Ideal,D,SI1,139.534125
1711,0.31,Ideal,G,IF,50.47914
1712,0.3,Ideal,H,VVS2,49.756364
1713,0.71,Very Good,I,VS1,117.7255
1714,1.64,Premium,J,SI2,267.68960400000003
1715,1.52,Fair,H,SI1,241.890219
1716,0.58,Ideal,I,VVS1,94.033128
1717,1.07,Ideal,H,SI1,172.95767999999998
1718,0.72,Premium,D,SI1,116.721246
1719,0.6,Ideal,E,VS1,99.981504
1720,1.1,Ideal,G,VS1,178.19096399999998
1721,0.61,Premium,I,VS2,98.59184
1722,1.02,Ideal,H,SI1,168.15460199999998
1723,0.73,Ideal,E,VS1,119.47361999999995
1724,0.75,Premium,D,SI1,124.40665599999998
1725,0.5,Ideal,F,IF,82.77408899999999
1726,0.9,Good,G,IF,145.65209399999998
1727,0.36,Premium,F,SI1,59.020908
1728,1.0,Premium,G,VS1,162.32327999999998
1729,1.75,Premium,H,SI1,284.54922500000004
1730,0.43,Ideal,F,SI1,71.20386000000002
1731,0.52,Ideal,I,VS2,84.770422
1732,1.16,Premium,I,VS2,185.07216000000005
1733,0.47,Very Good,H,VS2,80.153766
1734,1.53,Very Good,G,VS2,257.846586
1735,0.55,Good,D,SI2,90.09132
1736,1.06,Ideal,F,SI1,171.63899999999998
1737,0.4,Very Good,E,SI2,64.97167200000001
1738,1.52,Premium,G,VS1,246.40858
1739,0.24,Ideal,F,VVS2,40.0995
1740,1.51,Premium,G,VS1,250.20974000000004
1741,0.57,Premium,F,SI2,93.28926599999998
1742,1.16,Good,F,SI2,182.3913
1743,0.53,Premium,H,SI1,86.812092
1744,1.01,Fair,G,VS1,160.10528799999997
1745,1.18,Ideal,I,SI2,194.951628
1746,0.33,Ideal,G,VVS1,55.71854999999999
1747,0.54,Good,D,SI1,86.58128500000002
1748,1.04,Ideal,H,VS2,170.918832
1749,0.74,Ideal,F,VVS2,121.390824
1750,1.0,Very Good,E,VS2,160.581339
1751,1.22,Very Good,H,SI1,196.05590400000003
1752,0.9,Ideal,F,SI1,148.4125
1753,2.03,Premium,H,SI1,332.2085399999999
1754,0.3,Ideal,G,VS2,49.20748
1755,1.12,Ideal,G,VS2,181.81499
1756,0.32,Ideal,H,SI1,52.35648000000002
1757,0.9,Ideal,G,VS1,150.389085
1758,0.5,Ideal,D,SI2,82.41344999999998
1759,0.31,Premium,H,VVS2,50.405328
1760,1.59,Ideal,I,SI1,258.915712
1761,1.25,Premium,G,VS1,205.77934800000003
1762,1.01,Ideal,I,I1,165.41799
1763,0.72,Ideal,D,SI1,115.92
1764,0.72,Premium,H,SI1,116.721246
1765,0.93,Premium,E,SI2,154.592256
1766,1.04,Ideal,D,VVS2,172.65599999999998
1767,1.8,Good,F,SI2,308.0879760000001
1768,1.0,Premium,E,SI2,154.64106
1769,0.3,Ideal,J,SI1,49.02386999999999
1770,0.72,Premium,H,VS2,117.370455
1771,0.79,Premium,E,VS2,126.1951
1772,0.7,Very Good,G,SI1,115.6781
1773,1.13,Premium,G,IF,187.889394
1774,0.9,Good,H,VS2,141.079904
1775,1.0,Premium,G,VS1,163.160781
1776,0.26,Premium,G,VS1,42.08868400000001
1777,0.5,Very Good,E,VS2,82.932388
1778,2.01,Ideal,H,SI1,324.872002
1779,0.71,Premium,H,SI2,113.80392
1780,1.01,Ideal,J,SI1,166.10048000000003
1781,0.81,Ideal,E,VS2,132.670713
1782,0.75,Good,G,VVS1,127.560576
1783,0.3,Premium,F,VVS1,47.90860800000001
1784,1.57,Premium,F,SI1,260.274768
1785,0.76,Very Good,E,VS1,125.207264
1786,0.32,Ideal,E,VS2,53.21316
1787,0.37,Ideal,E,VS2,60.59660600000001
1788,0.55,Ideal,H,SI2,90.325692
1789,0.72,Ideal,G,VS1,119.435008
1790,1.03,Very Good,D,SI2,170.23057
1791,0.23,Very Good,E,VVS2,37.06752
1792,0.3,Ideal,G,IF,50.47833600000001
1793,1.0,Good,F,VS2,158.901864
1794,0.9,Very Good,F,SI1,143.156592
1795,2.1,Fair,G,I1,317.979968
1796,2.13,Ideal,J,VS2,350.00297099999995
1797,0.7,Premium,F,VS2,112.086678
1798,0.5,Ideal,F,VVS2,83.035206
1799,0.33,Ideal,F,VS1,54.55611
1800,0.5,Premium,E,VS1,80.51861399999999
1801,1.08,Ideal,H,SI1,174.82604999999998
1802,0.9,Very Good,D,SI1,146.32694999999998
1803,0.7,Premium,F,VVS2,112.286476
1804,2.15,Premium,H,SI2,348.7271399999999
1805,1.04,Premium,E,VS1,172.98528
1806,1.1,Very Good,I,VS1,180.08333
1807,0.31,Ideal,G,VVS1,50.913464000000005
1808,0.5,Ideal,J,VS2,83.133952
1809,0.31,Ideal,E,VVS2,51.531576
1810,0.8,Very Good,H,VS2,128.35929000000002
1811,0.72,Very Good,F,VS1,116.679
1812,0.51,Good,H,SI2,78.458768
1813,0.91,Very Good,F,SI1,152.01899999999998
1814,0.6,Ideal,H,SI2,99.913086
1815,1.0,Fair,D,SI2,145.54416999999998
1816,0.77,Ideal,J,VS2,125.45748
1817,0.62,Good,D,VS2,102.61839
1818,0.73,Ideal,G,VVS2,119.59885
1819,0.9,Good,G,VS2,146.219418
1820,0.33,Premium,H,VS1,54.66825000000001
1821,1.04,Very Good,H,SI1,166.822416
1822,0.91,Ideal,I,VS1,147.89860199999998
1823,0.29,Fair,F,SI1,48.996864
1824,0.31,Ideal,I,VS1,52.10842199999999
1825,1.7,Ideal,H,VS2,273.125944
1826,0.42,Ideal,H,VVS1,68.767608
1827,0.32,Ideal,E,VVS2,53.48117499999999
1828,0.4,Very Good,F,VS1,64.887315
1829,0.33,Ideal,E,VS2,54.95705600000001
1830,0.71,Ideal,F,SI2,116.679
1831,1.7,Good,J,VS2,263.245788
1832,1.24,Very Good,I,VS1,200.51553600000005
1833,0.33,Very Good,J,VVS2,54.53208
1834,0.52,Very Good,E,SI2,84.311934
1835,0.74,Ideal,F,VVS2,122.22872999999998
1836,1.12,Ideal,H,VVS2,185.07008
1837,0.52,Very Good,I,VVS2,85.53216
1838,0.41,Very Good,G,VS2,67.313064
1839,0.5,Ideal,D,SI1,81.37206
1840,0.24,Very Good,E,VVS2,39.540204
1841,0.8,Ideal,G,SI2,132.396093
1842,1.34,Ideal,H,VS2,218.12418
1843,0.27,Very Good,E,VS2,43.63923200000001
1844,2.01,Fair,H,SI2,303.141888
1845,0.65,Fair,F,VS2,105.7122
1846,0.37,Ideal,H,VVS1,59.65164
1847,1.27,Ideal,H,SI1,207.32962
1848,0.35,Ideal,G,VVS2,56.24556299999999
1849,1.86,Good,G,SI2,298.07266500000003
1850,0.8,Very Good,F,SI1,128.3486
1851,2.03,Premium,G,I1,322.91100400000005
1852,1.56,Very Good,I,VS2,257.419074
1853,0.3,Ideal,G,VVS1,50.201587
1854,1.16,Good,F,SI2,182.3913
1855,0.72,Ideal,J,SI1,116.188506
1856,0.71,Premium,F,SI2,111.17568
1857,0.7,Premium,D,SI2,116.18908000000002
1858,0.7,Good,I,SI1,111.489755
1859,0.3,Ideal,G,VS1,49.29724800000001
1860,0.9,Fair,D,SI1,141.442345
1861,0.9,Fair,G,SI2,143.4948
1862,0.32,Ideal,D,VS2,53.046126
1863,1.13,Premium,I,SI1,185.404736
1864,1.0,Very Good,F,VS2,165.987591
1865,0.42,Ideal,J,VS1,70.890876
1866,0.8,Premium,D,SI1,129.70807599999998
1867,1.22,Ideal,F,SI1,200.116917
1868,0.37,Very Good,E,VS2,60.110124
1869,1.06,Premium,G,VVS2,173.0157
1870,0.54,Ideal,E,VVS2,88.643508
1871,1.01,Ideal,F,SI2,165.41322600000004
1872,0.54,Ideal,J,VVS1,89.51145000000001
1873,1.33,Very Good,I,SI1,214.616058
1874,0.29,Ideal,H,IF,48.2035
1875,1.02,Very Good,F,SI1,165.78705
1876,0.38,Ideal,F,VS2,63.46273500000001
1877,0.33,Very Good,F,VVS1,53.422772
1878,0.5,Premium,F,VS1,82.31039
1879,1.01,Very Good,I,SI1,161.94545399999998
1880,0.51,Premium,D,SI1,83.85024000000001
1881,1.51,Premium,G,VS1,237.11469600000004
1882,1.08,Ideal,D,SI2,176.8884
1883,0.32,Ideal,E,VVS2,53.25868800000001
1884,1.26,Ideal,G,SI2,206.621415
1885,0.4,Ideal,G,SI1,67.51199999999999
1886,0.82,Ideal,E,SI1,134.501562
1887,0.41,Ideal,H,VVS1,67.96770500000001
1888,0.32,Premium,E,SI2,52.345818
1889,1.0,Premium,E,SI2,164.83824000000004
1890,1.52,Good,E,I1,239.134728
1891,1.0,Very Good,E,VS1,159.115614
1892,0.26,Very Good,F,VVS2,43.08696000000001
1893,1.04,Ideal,G,VS1,172.20473999999996
1894,1.54,Premium,G,SI1,250.651368
1895,0.31,Ideal,H,VVS1,52.538976000000005
1896,0.33,Good,I,VVS2,53.52336000000001
1897,0.37,Very Good,D,VS1,62.63972
1898,0.53,Ideal,E,VS2,86.56648000000001
1899,0.57,Ideal,E,VS2,94.62882
1900,2.14,Premium,I,VS2,347.620896
1901,1.01,Fair,H,SI2,153.996
1902,0.71,Premium,I,VS1,116.96255999999998
1903,1.18,Ideal,E,VS1,193.126612
1904,0.41,Ideal,G,VVS2,66.945519
1905,2.14,Very Good,E,SI2,348.534696
1906,0.7,Fair,I,SI1,113.33504
1907,2.14,Premium,J,SI2,359.9274
1908,0.55,Ideal,G,VVS2,89.576825
1909,1.19,Premium,H,SI1,191.13224
1910,0.31,Ideal,J,VS1,51.413924
1911,0.36,Ideal,G,SI1,60.748736
1912,0.52,Ideal,D,I1,85.38712
1913,1.24,Premium,G,VS1,203.769088
1914,0.68,Good,F,SI1,107.947931
1915,1.75,Ideal,J,SI1,277.821271
1916,0.31,Ideal,E,VS2,51.752328000000006
1917,0.7,Ideal,D,SI1,115.662976
1918,0.62,Very Good,H,SI1,103.932075
1919,0.3,Good,H,VVS1,48.58570399999999
1920,0.4,Good,E,SI1,65.547186
1921,0.42,Premium,H,VVS1,68.80164400000001
1922,0.77,Premium,E,SI2,127.70255
1923,0.31,Ideal,F,VS1,51.808146
1924,1.07,Very Good,G,VS2,173.067532
1925,0.32,Ideal,G,VVS1,52.253292
1926,1.2,Very Good,H,SI1,191.800962
1927,0.71,Very Good,G,VS2,112.0896
1928,0.34,Ideal,H,SI1,57.13641599999999
1929,0.79,Premium,G,SI1,127.918995
1930,1.19,Good,H,VS1,197.282624
1931,1.02,Premium,F,VS1,171.095884
1932,1.33,Ideal,H,SI1,216.52224000000004
1933,0.31,Premium,G,VVS1,49.79879999999999
1934,0.73,Very Good,H,VS1,119.74949999999998
1935,0.9,Very Good,G,VS2,145.45625
1936,0.46,Premium,F,VS1,72.260982
1937,0.7,Ideal,F,VVS1,113.68506200000002
1938,0.8,Ideal,G,VS2,135.20318
1939,0.28,Very Good,E,VS2,44.859384
1940,1.04,Premium,D,VVS2,167.823612
1941,0.39,Very Good,E,VVS2,63.985734
1942,0.31,Good,D,SI1,49.94192
1943,1.2,Ideal,F,VS1,200.88138
1944,0.5,Very Good,F,VS1,79.25174399999999
1945,0.3,Premium,G,VS1,49.2048
1946,0.26,Ideal,G,VVS2,43.770880000000005
1947,1.05,Very Good,E,VS1,170.79084
1948,0.33,Ideal,G,VVS1,55.2024
1949,1.12,Ideal,E,SI2,177.58223999999998
1950,1.03,Ideal,J,SI1,169.480038
1951,0.33,Premium,F,VVS2,54.48036
1952,1.01,Good,H,SI1,156.62528999999998
1953,0.31,Ideal,E,VVS1,50.915748
1954,2.01,Premium,I,VS1,315.252936
1955,0.37,Very Good,F,SI1,59.99135999999999
1956,1.66,Good,G,VS2,271.884753
1957,0.9,Good,H,SI2,138.03359999999998
1958,0.4,Very Good,D,SI2,65.80376000000001
1959,0.3,Very Good,G,VVS1,49.27541999999999
1960,1.0,Ideal,E,SI1,166.4
1961,0.33,Ideal,F,VS2,54.25857600000001
1962,0.44,Ideal,D,VS1,71.8812
1963,1.13,Ideal,H,VS2,183.46286
1964,0.3,Premium,D,SI2,49.04711999999999
1965,1.58,Premium,G,VS1,256.076436
1966,0.9,Very Good,D,SI2,149.0715
1967,0.7,Premium,G,SI1,112.91525
1968,0.61,Ideal,G,SI1,101.316852
1969,0.7,Ideal,E,SI1,116.100288
1970,0.7,Ideal,E,SI1,116.1017
1971,1.05,Premium,G,VS1,168.7392
1972,0.3,Ideal,H,VVS1,50.21282
1973,1.51,Premium,F,VS1,241.001928
1974,1.67,Ideal,H,VS2,270.33605500000004
1975,0.41,Very Good,G,VS1,69.15497400000001
1976,1.03,Ideal,I,VS2,168.41369999999998
1977,1.51,Good,I,VS1,237.18015000000003
1978,0.35,Ideal,E,VS2,56.165312
1979,1.08,Ideal,G,IF,176.68448999999998
1980,0.41,Premium,J,VS1,66.69891
1981,0.52,Fair,I,VVS2,86.43232
1982,0.59,Ideal,D,SI1,96.56334
1983,0.41,Very Good,F,VVS1,66.61122000000002
1984,0.31,Ideal,D,VS2,51.350336000000006
1985,0.31,Ideal,H,VVS1,51.397318000000006
1986,0.7,Ideal,I,VVS2,115.81995
1987,0.37,Very Good,H,VS2,61.88490000000001
1988,1.21,Very Good,H,VS1,189.49442600000003
1989,0.32,Very Good,E,VS2,52.20522
1990,1.5,Good,I,SI2,242.26488
1991,1.51,Very Good,E,SI2,242.92575
1992,0.41,Ideal,G,VS1,67.45536
1993,1.01,Ideal,E,VVS2,163.73030499999996
1994,0.5,Good,D,SI2,82.27679599999999
1995,1.53,Premium,E,SI1,245.8428
1996,0.58,Ideal,G,VS2,98.06948
1997,1.0,Fair,E,VVS2,164.528576
1998,0.9,Premium,E,SI1,146.004768
1999,0.56,Good,D,SI2,91.507168
2000,0.39,Premium,E,VS2,63.056208
2001,0.33,Ideal,I,VVS2,54.67982
2002,0.39,Good,G,VS2,62.86908
2003,1.61,Very Good,E,SI2,257.936126
2004,0.29,Ideal,I,VS1,47.21082799999999
2005,1.58,Ideal,E,VS1,256.35636000000005
2006,1.7,Very Good,I,VS2,274.98384
2007,0.7,Very Good,E,SI1,109.713812
2008,0.31,Ideal,G,VVS2,51.56136000000001
2009,0.32,Premium,F,VS2,52.35648000000002
2010,1.01,Very Good,I,SI2,162.38860800000003
2011,0.36,Ideal,E,VS1,58.428892
2012,0.23,Very Good,F,VVS1,38.069856
2013,0.9,Very Good,E,IF,142.95665999999997
2014,1.26,Ideal,G,SI2,211.218
2015,1.08,Ideal,G,SI2,175.040568
2016,0.76,Ideal,I,IF,126.922432
2017,1.03,Premium,G,SI2,162.711765
2018,0.5,Ideal,G,VS1,81.32318
2019,0.5,Very Good,F,SI2,83.03361600000001
2020,0.7,Good,D,SI1,113.09688
2021,0.73,Premium,F,VS2,117.3345
2022,0.26,Very Good,E,VVS2,42.82291200000001
2023,1.32,Premium,H,SI1,211.786935
2024,1.12,Premium,F,VS2,183.849879
2025,1.03,Very Good,H,VS1,167.18240000000003
2026,0.32,Ideal,I,SI1,51.70584
2027,0.33,Very Good,F,VVS2,53.889966
2028,0.5,Premium,F,SI1,80.731868
2029,1.02,Premium,G,VVS1,166.25408000000002
2030,0.38,Ideal,E,VS2,62.647144
2031,1.08,Premium,G,SI2,176.439408
2032,0.4,Premium,F,VVS1,64.528464
2033,1.4,Premium,D,VS1,226.592793
2034,0.59,Premium,E,VS2,95.465712
2035,0.53,Ideal,D,SI1,87.94558800000001
2036,1.55,Premium,H,VS2,254.013
2037,0.32,Premium,G,VS2,52.134264
2038,1.01,Premium,G,VS2,159.369848
2039,1.09,Premium,D,SI2,169.95363
2040,0.51,Very Good,F,VS2,83.16467999999999
2041,0.43,Very Good,G,VS1,69.84119999999999
2042,0.32,Premium,I,VS2,51.515745
2043,0.4,Ideal,G,SI2,67.2068
2044,0.32,Very Good,E,VS2,53.69364
2045,0.41,Premium,E,VVS2,67.92970600000001
2046,1.2,Very Good,G,VS1,194.808222
2047,0.76,Premium,F,SI2,125.33808
2048,0.47,Ideal,G,SI1,76.7075
2049,1.13,Very Good,H,SI2,184.401153
2050,1.7,Premium,I,SI2,269.47231800000003
2051,2.05,Ideal,F,SI2,336.50416799999994
2052,1.7,Very Good,E,VS2,285.157082
2053,1.01,Good,G,VS2,161.98709800000003
2054,0.54,Premium,D,SI1,86.434848
2055,2.0,Premium,G,SI2,319.02472
2056,0.32,Very Good,E,SI1,52.58627999999999
2057,1.5,Good,D,SI2,237.99006
2058,0.71,Premium,I,VVS1,114.771216
2059,0.37,Good,H,SI1,59.884416
2060,0.37,Premium,F,VS2,59.59953999999999
2061,1.08,Ideal,F,VS1,180.42127200000004
2062,0.4,Ideal,H,SI1,66.27824
2063,2.02,Fair,H,SI1,308.713026
2064,1.23,Premium,H,VS2,200.6354
2065,0.4,Premium,G,VS2,65.3904
2066,0.57,Premium,F,SI1,93.28926599999998
