id,carat,cut,color,clarity,price,size
8484,0.44,Very Good,F,SI2,6.474,71.21260800000002
8485,0.33,Ideal,H,IF,6.866,56.226991999999996
8486,0.92,Ideal,F,SI1,8.35,146.847924
8487,0.56,Ideal,D,SI2,7.244,91.69848
8488,0.5,Very Good,D,VS2,7.399,79.22250000000001
8489,0.44,Ideal,D,VS1,7.165,71.566176
8490,0.27,Ideal,H,VS2,6.395,44.475135
8491,1.53,Very Good,E,SI2,9.02,245.320608
8492,0.53,Ideal,H,VS1,7.382,87.33887700000001
8493,0.51,Very Good,F,SI1,7.225,82.67508
8494,0.64,Very Good,G,VS1,7.63,103.868352
8495,0.7,Ideal,G,SI1,7.756,115.64467199999997
8496,1.03,Premium,E,SI1,8.715,171.18451199999998
8497,1.14,Premium,D,SI2,8.527,188.461152
8498,0.7,Good,E,VS2,7.781,109.07816399999997
8499,0.54,Ideal,E,VVS2,7.929,89.026552
8500,0.3,Premium,D,SI1,6.564,47.81076299999999
8501,0.41,Premium,F,VS2,6.76,67.74596399999999
8502,0.37,Ideal,H,VVS1,6.703,62.138304
8503,0.31,Ideal,E,VVS1,6.749,51.468112000000005
8504,0.25,Premium,E,VVS2,6.607,41.028119999999994
8505,1.53,Very Good,F,SI1,9.33,254.48721300000003
8506,1.5,Premium,G,VS2,9.418,239.71852800000002
8507,1.01,Premium,D,SI1,8.576,169.15871
8508,0.83,Ideal,G,SI1,8.062,138.16687499999998
8509,1.19,Premium,G,VS2,8.908,194.655244
8510,0.52,Premium,G,SI1,7.13,83.7216
8511,0.41,Very Good,E,VVS1,7.077,66.438176
8512,0.26,Premium,E,VVS1,6.454,42.126999999999995
8513,1.13,Ideal,G,VVS2,9.011,188.646534
8514,0.41,Very Good,D,VVS1,7.207,67.377204
8515,0.7,Premium,I,VVS2,7.789,113.98799999999999
8516,0.24,Very Good,F,VVS2,6.288,40.577264
8517,0.31,Ideal,D,VS2,6.848,51.752328000000006
8518,0.7,Premium,G,VS2,7.816,111.409176
8519,2.01,Very Good,J,SI1,9.556,322.060473
8520,0.33,Ideal,E,VS2,6.604,55.51739999999999
8521,1.7,Very Good,G,VS1,9.754,276.80953300000004
8522,1.12,Premium,J,VS2,8.394,186.59399999999997
8523,0.5,Premium,E,VS2,7.429,84.03255
8524,1.08,Ideal,I,SI2,8.256,177.454704
8525,0.42,Very Good,F,SI1,6.831,68.5691
8526,0.52,Very Good,D,VS2,7.508,86.87384999999999
8527,0.7,Good,F,VS1,7.775,111.151236
8528,0.41,Premium,E,VS1,6.984,65.82977500000001
8529,0.3,Very Good,H,VS1,6.515,49.64177999999999
8530,0.32,Ideal,D,SI2,6.168,53.938794
8531,0.33,Ideal,E,VS2,6.833,53.905965
8532,0.32,Premium,E,VS2,6.363,52.948325000000004
8533,0.52,Ideal,F,SI2,7.022,85.75996
8534,1.02,Very Good,F,SI2,8.345,168.60525300000003
8535,0.9,Very Good,E,SI1,8.37,141.071346
8536,0.35,Ideal,D,VVS1,7.062,57.37914
8537,0.54,Ideal,H,VS1,7.444,88.348575
8538,0.51,Ideal,G,SI2,7.022,83.424256
8539,0.32,Ideal,G,VVS1,6.985,53.74754500000001
8540,0.4,Premium,D,VVS2,7.188,65.390976
8541,1.0,Very Good,G,VS2,8.62,162.81119999999999
8542,0.31,Ideal,G,VS1,6.438,51.089670000000005
8543,2.01,Very Good,G,SI2,9.415,327.96784800000006
8544,0.6,Ideal,H,VVS1,7.851,99.09014400000001
8545,0.7,Very Good,F,SI1,7.746,112.79331000000002
8546,1.0,Premium,G,VS1,8.719,159.118476
8547,0.4,Premium,G,VS2,6.624,65.3904
8548,1.64,Premium,H,SI2,9.13,267.476976
8549,0.6,Very Good,I,VVS2,7.356,99.17179200000001
8550,0.36,Ideal,H,VS1,6.697,59.36207999999999
8551,1.21,Premium,G,VS1,9.025,203.256352
8552,0.45,Ideal,G,VVS1,7.214,74.58104
8553,0.76,Ideal,E,SI2,7.999,125.20871999999999
8554,0.77,Ideal,D,SI1,8.115,127.44796800000002
8555,0.7,Very Good,F,VS2,7.942,111.80110300000001
8556,0.41,Premium,G,VS1,6.868,68.23007999999999
8557,1.21,Ideal,G,VVS1,9.257,200.43431099999998
8558,0.52,Premium,E,VS2,7.504,84.308741
8559,1.0,Premium,F,SI2,8.258,157.16323200000002
8560,0.32,Ideal,E,VS2,6.867,54.30942
8561,1.01,Very Good,G,VVS2,8.887,164.657592
8562,0.31,Very Good,H,VS2,6.192,51.514932
8563,1.26,Premium,E,VS1,9.246,211.02681599999997
8564,1.23,Premium,J,VS1,8.596,197.73430599999998
8565,1.53,Premium,H,VS2,9.314,270.97571999999997
8566,0.41,Premium,G,VS1,6.801,66.082
8567,0.38,Ideal,D,SI1,6.365,61.6032
8568,0.31,Ideal,H,VVS2,6.687,51.58697600000001
8569,0.3,Premium,E,IF,6.892,49.067424
8570,1.16,Ideal,D,SI1,8.666,190.16826399999997
8571,0.71,Premium,G,VS2,7.925,119.77314999999997
8572,0.7,Premium,G,VS2,7.876,114.76502400000001
8573,0.7,Fair,E,SI2,7.6,109.76250599999999
8574,2.03,Premium,J,SI2,9.415,331.55177999999995
8575,0.31,Ideal,G,SI2,6.078,52.851708
8576,1.79,Ideal,J,VS2,9.274,292.85838
8577,0.29,Ideal,H,VS1,6.211,48.585767999999995
8578,0.52,Ideal,D,SI2,7.164,86.58936
8579,2.0,Fair,H,SI2,9.324,326.22447999999997
8580,1.1,Very Good,E,VS2,8.821,181.20455700000002
8581,1.13,Premium,G,VVS2,8.971,185.220368
8582,0.7,Very Good,F,VVS2,8.288,114.11295000000001
8583,0.32,Premium,J,VS1,6.292,53.028508
8584,1.07,Premium,E,SI2,8.524,176.94935999999998
8585,0.41,Ideal,G,VVS1,6.961,66.386475
8586,0.52,Very Good,E,SI1,7.151,87.802416
8587,1.03,Good,H,SI1,8.456,171.524304
8588,0.81,Ideal,F,VS1,8.359,133.556661
8589,0.9,Good,J,VVS2,8.069,150.086118
8590,1.69,Premium,G,VVS2,9.673,270.75427499999995
8591,0.5,Good,E,SI1,7.138,80.29702
8592,0.32,Ideal,G,VS1,6.469,51.72332
8593,1.11,Premium,I,SI2,8.214,181.410723
8594,0.32,Premium,G,VS2,6.579,52.49134800000001
8595,0.3,Ideal,H,VVS1,6.5,49.13868
8596,1.21,Ideal,G,VS2,8.945,196.736877
8597,0.4,Very Good,I,VS1,6.603,65.38521599999999
8598,2.04,Ideal,F,SI2,9.697,329.8503600000001
8599,1.0,Fair,H,SI2,7.836,150.06655999999998
8600,2.01,Ideal,H,SI1,9.764,323.66628
8601,0.3,Ideal,F,VVS1,7.016,49.437424
8602,0.32,Premium,F,VS2,6.719,51.84872000000001
8603,0.51,Very Good,J,VS2,6.954,82.970624
8604,0.31,Premium,D,SI1,6.596,50.76192
8605,0.36,Ideal,E,VS2,6.512,58.860479999999995
8606,0.91,Premium,D,SI1,8.447,148.98179499999998
8607,0.75,Ideal,I,VS1,7.849,125.18384
8608,0.23,Ideal,F,VVS2,6.273,39.28196
8609,0.32,Ideal,G,VVS1,6.667,52.658928
8610,0.98,Ideal,G,SI2,8.323,158.068329
8611,1.29,Ideal,H,SI1,8.924,209.38195499999998
8612,0.33,Ideal,G,IF,6.958,54.409259999999996
8613,1.21,Ideal,F,SI2,8.717,198.189882
8614,1.2,Premium,E,VS2,9.06,195.59350800000004
8615,0.3,Very Good,H,VS1,6.515,49.22775000000001
8616,0.5,Ideal,G,VS2,7.451,82.288128
8617,2.03,Very Good,D,SI2,9.805,320.796
8618,0.7,Good,E,SI2,7.528,110.74000000000001
8619,0.46,Very Good,E,VS2,7.204,77.00745
8620,0.32,Ideal,G,VS1,6.719,52.628400000000006
8621,0.41,Ideal,F,VVS1,7.166,67.43266200000001
8622,0.32,Ideal,H,VVS1,6.711,52.943373
8623,0.9,Good,G,SI1,8.181,144.03503
8624,0.74,Very Good,G,SI2,7.826,121.56183
8625,1.13,Ideal,H,VS1,8.932,186.95412
8626,0.31,Premium,I,VS2,6.075,50.988456000000006
8627,0.53,Good,E,VS2,7.26,86.74792000000001
8628,0.37,Ideal,F,VVS1,6.867,61.01172
8629,2.0,Very Good,E,SI2,9.684,318.2352
8630,0.34,Premium,I,VVS1,6.688,55.497285000000005
8631,1.01,Very Good,E,SI1,8.469,160.37406
8632,0.41,Ideal,F,VVS1,7.212,67.7448
8633,1.0,Premium,E,VS1,8.934,161.567896
8634,0.33,Premium,E,VVS1,6.892,54.593011999999995
8635,0.55,Ideal,F,VS1,7.501,89.5356
8636,1.5,Good,G,VS2,9.332,241.79571
8637,2.21,Premium,I,SI1,9.782,361.538802
8638,0.35,Very Good,G,SI1,6.506,56.998799999999996
8639,0.5,Fair,E,SI1,7.034,79.137907
8640,0.56,Ideal,D,SI1,7.503,91.93096800000001
8641,0.31,Premium,H,SI1,6.351,50.62176
8642,2.16,Premium,H,SI2,9.348,350.25913199999997
8643,0.3,Good,G,VVS1,6.671,49.990828
8644,1.06,Very Good,H,SI1,8.527,176.51997
8645,0.59,Very Good,I,SI1,7.011,96.17126400000001
8646,0.52,Very Good,E,SI1,7.236,85.16864000000001
8647,0.7,Ideal,D,SI2,7.777,114.76502400000001
8648,0.39,Very Good,G,VVS1,6.849,62.945190000000004
8649,1.52,Premium,I,SI1,9.088,253.714356
8650,0.41,Good,E,SI1,6.558,65.606112
8651,1.02,Premium,J,SI1,8.257,166.252464
8652,0.31,Ideal,H,VS2,6.192,53.165316
8653,1.27,Ideal,J,VS2,8.573,209.08240999999998
8654,1.33,Very Good,H,SI2,8.777,214.92134399999998
8655,0.35,Ideal,G,VVS1,6.744,58.30131800000001
8656,0.36,Ideal,F,VS2,6.667,60.022200000000005
8657,1.01,Good,E,SI1,8.422,159.91078
8658,1.07,Very Good,G,VS2,8.757,174.98325
8659,0.42,Ideal,F,VS1,6.987,68.48255999999999
8660,0.31,Ideal,D,SI1,6.347,50.62094999999999
8661,1.16,Ideal,G,SI1,8.616,188.8299
8662,2.06,Ideal,G,SI2,9.814,334.03286399999996
8663,0.76,Very Good,H,SI1,7.887,126.14540399999998
8664,0.72,Very Good,J,SI1,7.595,115.70202000000002
8665,0.9,Good,J,VS2,8.138,143.537646
8666,1.7,Premium,H,VS2,9.472,269.831136
8667,1.03,Ideal,G,SI2,8.424,171.162222
8668,1.57,Ideal,F,SI1,9.419,262.085415
8669,0.31,Ideal,H,VS2,6.443,51.443099999999994
8670,0.71,Ideal,E,VS2,8.0,118.89002400000001
8671,0.33,Ideal,G,VVS2,6.623,54.014168000000005
8672,1.04,Premium,G,SI2,8.268,172.75104
8673,0.42,Ideal,D,VS2,7.006,68.76671999999999
8674,0.31,Ideal,I,VVS1,6.347,51.63362999999999
8675,0.3,Ideal,H,VVS2,6.405,48.612564
8676,1.5,Fair,E,VS1,9.654,234.73107000000002
8677,0.42,Ideal,E,VS2,6.865,69.4071
8678,0.96,Very Good,F,SI2,8.329,159.74244000000002
8679,0.31,Ideal,H,VS2,6.192,51.94247999999999
8680,1.2,Ideal,H,VS1,8.564,190.449578
8681,1.16,Very Good,H,SI2,8.473,192.603825
8682,1.5,Very Good,I,VS2,9.118,249.5715
8683,0.91,Premium,J,VS2,8.026,150.62894
8684,0.7,Very Good,D,VS1,8.154,114.03674099999999
8685,1.3,Ideal,H,SI1,8.861,213.942584
8686,0.31,Ideal,F,VVS2,6.702,52.635045
8687,0.53,Ideal,D,VS2,7.486,89.597788
8688,1.06,Very Good,I,SI1,8.413,176.6216
8689,0.5,Good,G,IF,7.589,83.11896
8690,0.58,Ideal,E,SI1,7.4,94.62881999999999
8691,1.54,Premium,E,SI2,9.037,246.53185200000001
8692,2.04,Premium,J,VS2,9.509,325.264632
8693,0.4,Ideal,I,SI1,6.39,64.33127999999999
8694,0.32,Ideal,F,VVS1,6.816,53.13873600000001
8695,0.91,Good,G,SI1,8.236,142.45329999999998
8696,0.3,Premium,G,VS1,6.654,49.98672
8697,1.02,Ideal,E,SI1,8.528,169.282785
8698,2.04,Ideal,I,SI1,9.724,335.78900000000004
8699,0.56,Ideal,D,VS2,7.582,92.43729999999998
8700,0.31,Premium,H,VVS1,6.561,52.04364
8701,1.31,Ideal,I,VS1,8.791,207.229428
8702,1.56,Premium,J,VS2,8.975,253.728774
8703,0.52,Ideal,H,VS2,7.121,86.79711599999999
8704,0.73,Ideal,G,VS1,8.114,118.97986800000001
8705,0.41,Ideal,E,VS1,7.05,66.925008
8706,0.31,Ideal,H,VVS1,6.492,50.17464
8707,1.02,Ideal,I,SI1,8.452,166.701491
8708,1.55,Very Good,F,VS1,9.659,251.26317000000003
8709,1.34,Ideal,D,SI1,9.097,214.23514000000003
8710,0.38,Very Good,H,VS2,6.551,63.13740799999999
8711,0.54,Ideal,F,SI1,7.233,89.64172800000001
8712,0.7,Ideal,G,SI1,7.995,116.45021700000001
8713,1.21,Ideal,I,VS1,8.745,199.10790899999998
8714,0.33,Premium,F,VS2,6.501,53.30922
8715,1.2,Ideal,H,VS1,8.992,197.17804800000002
8716,0.67,Ideal,F,SI2,7.422,109.71744
8717,0.31,Premium,G,SI2,6.011,51.72332
8718,0.3,Very Good,I,VVS1,6.564,49.45941
8719,0.41,Ideal,E,VS2,6.907,67.205616
8720,0.9,Very Good,G,VS1,8.491,143.9516
8721,1.2,Very Good,E,VVS2,9.414,201.61032000000003
8722,0.35,Ideal,G,VS1,6.56,58.53580799999999
8723,0.56,Ideal,E,VVS2,7.8,93.257472
8724,1.2,Premium,J,SI1,8.484,195.766272
8725,0.52,Ideal,H,VS2,7.245,87.1936
8726,0.7,Very Good,H,SI1,7.696,116.30361599999998
8727,0.58,Very Good,G,VVS2,7.639,94.209882
8728,0.61,Very Good,H,VVS2,7.586,100.9008
8729,1.0,Very Good,E,SI2,8.472,159.21989999999997
8730,0.31,Premium,I,VVS2,6.299,51.089670000000005
8731,1.2,Premium,H,SI1,8.656,194.04360000000003
8732,0.51,Ideal,D,VS1,7.535,83.296323
8733,1.31,Very Good,J,SI1,8.603,213.638256
8734,0.31,Very Good,F,VS2,6.438,51.48498599999999
8735,0.41,Premium,E,VS1,7.05,66.3984
8736,0.5,Premium,D,SI1,7.102,79.575678
8737,0.25,Premium,F,VS1,6.324,40.21407
8738,0.5,Fair,F,I1,6.418,80.01263900000001
8739,0.51,Ideal,E,VS2,7.383,84.27820500000001
8740,0.78,Ideal,F,SI1,8.018,130.524
8741,0.5,Ideal,E,VS1,7.693,82.83718800000001
8742,0.38,Good,G,VS2,6.648,60.838128
8743,1.01,Good,E,VS2,8.671,155.55971199999996
8744,1.01,Good,G,SI2,8.389,166.202904
8745,0.42,Premium,E,SI1,6.65,69.80799
8746,0.73,Premium,G,I1,7.241,120.59854800000001
8747,1.24,Fair,F,SI2,8.384,191.89872
8748,0.41,Ideal,G,IF,7.22,67.43385
8749,0.72,Ideal,F,SI1,7.83,117.00817799999999
8750,0.3,Premium,G,VS1,6.654,49.59792
8751,0.32,Ideal,F,IF,6.849,52.552647
8752,1.05,Very Good,J,SI2,8.13,171.17459100000002
8753,0.4,Ideal,H,VS1,6.703,65.93245200000001
8754,1.04,Premium,H,SI1,8.535,173.08763999999996
8755,0.42,Very Good,I,VS1,6.673,68.918288
8756,0.34,Ideal,G,VS2,6.39,55.794599999999996
8757,2.01,Very Good,F,SI2,9.386,316.070244
8758,1.01,Very Good,F,SI1,8.491,167.823612
8759,1.52,Premium,E,SI2,9.167,243.063348
8760,0.7,Very Good,H,SI1,7.843,115.64467199999997
8761,0.41,Ideal,J,VS1,6.721,66.5874
8762,0.32,Ideal,G,VVS1,6.702,54.257754000000006
8763,0.26,Very Good,F,VVS2,6.392,42.30012000000001
8764,1.22,Premium,I,SI2,8.561,194.90431999999998
8765,0.35,Ideal,F,VS1,6.749,57.028388
8766,1.14,Ideal,H,SI2,8.331,186.51787000000002
8767,1.5,Good,G,VS2,9.357,230.41151999999997
8768,0.7,Fair,G,I1,7.037,107.70429999999999
8769,1.07,Ideal,H,VVS1,8.892,177.91244799999998
8770,0.32,Ideal,F,VS2,6.469,52.747200000000014
8771,0.34,Ideal,H,SI1,6.443,57.13641599999999
8772,0.55,Ideal,E,SI1,7.347,89.06495
8773,0.24,Ideal,F,VVS2,6.519,38.868984000000005
8774,1.75,Ideal,H,VS2,9.549,282.890694
8775,0.32,Ideal,F,VS2,6.719,52.134264
8776,1.0,Good,E,VS1,8.89,161.73196000000002
8777,0.7,Ideal,H,VVS2,8.109,115.291918
8778,1.02,Ideal,F,VS2,8.859,163.478076
8779,1.7,Good,E,VS2,9.641,267.634544
8780,0.36,Ideal,D,VS2,6.833,59.670072
8781,0.4,Ideal,J,VVS1,6.557,66.5038
8782,0.74,Ideal,G,VS1,7.93,122.22729399999999
8783,1.01,Very Good,G,SI2,8.337,162.96800399999998
8784,0.9,Fair,F,SI2,8.027,140.771028
8785,0.3,Premium,G,VS2,6.515,48.894439999999996
8786,0.31,Good,I,VS1,6.192,50.40812800000001
8787,1.0,Very Good,E,VS2,8.751,158.39499999999998
8788,0.82,Very Good,F,SI1,8.022,130.21632
8789,0.25,Very Good,E,VVS2,6.354,41.06811799999999
8790,0.31,Very Good,I,SI1,6.011,51.184224
8791,1.24,Premium,F,VS1,9.214,200.82658800000002
8792,1.01,Very Good,D,SI2,8.426,157.50305999999998
8793,1.51,Premium,J,VVS2,9.079,245.40693399999998
8794,1.25,Premium,G,SI2,8.748,204.525168
8795,1.0,Very Good,E,SI2,8.387,156.070625
8796,1.02,Good,H,SI1,8.435,164.59362
8797,0.36,Ideal,E,VS2,6.671,58.53580799999999
8798,0.33,Ideal,H,VS2,6.256,54.5904
8799,0.9,Ideal,H,SI2,8.174,143.20829600000002
8800,1.52,Ideal,F,SI1,9.39,246.738798
8801,0.79,Ideal,D,SI1,8.084,131.09753999999998
8802,0.71,Ideal,G,VS1,8.141,116.75807999999999
8803,1.23,Premium,F,SI2,8.492,202.80795
8804,0.74,Good,E,SI1,7.975,119.35526399999998
8805,0.9,Very Good,H,SI2,8.158,143.62937999999997
8806,1.06,Ideal,H,SI1,8.324,172.64275200000003
8807,2.26,Very Good,H,SI2,9.532,355.4574600000001
8808,0.3,Ideal,E,VVS2,6.641,48.840259999999994
8809,0.23,Very Good,E,VVS2,6.225,37.816632000000006
8810,0.5,Very Good,G,VVS2,7.447,81.70812000000001
8811,0.25,Very Good,F,VVS2,6.45,41.31
8812,0.32,Premium,G,SI2,6.292,51.646816
8813,0.91,Premium,F,SI1,8.303,146.365974
8814,0.34,Ideal,H,VVS1,6.903,55.57104
8815,1.24,Premium,F,SI1,8.72,197.551536
8816,1.01,Premium,G,VS1,8.77,165.164112
8817,0.54,Ideal,G,VVS1,7.712,89.7481
8818,0.9,Very Good,G,SI2,8.271,146.24064
8819,1.0,Premium,F,VS2,8.753,159.72536
8820,2.25,Premium,H,SI2,9.8,0.0
8821,1.52,Premium,G,VS2,9.452,246.0861
8822,2.01,Very Good,E,SI2,9.656,304.08768
8823,0.32,Ideal,E,VVS1,6.791,53.499680000000005
8824,0.53,Ideal,D,SI2,7.253,88.93081999999998
8825,0.79,Premium,G,VS1,8.024,128.429028
8826,1.0,Premium,F,SI1,8.547,165.78705
8827,0.4,Very Good,G,IF,7.114,66.805172
8828,0.5,Ideal,D,SI1,7.354,81.788616
8829,0.56,Ideal,E,VS2,7.557,91.58794199999998
8830,0.73,Ideal,D,VS2,8.226,118.073664
8831,0.57,Ideal,E,VS2,7.455,94.06800000000001
8832,0.31,Premium,E,VS2,6.46,51.25432
8833,0.23,Very Good,E,VVS1,6.25,38.05035000000001
8834,0.8,Very Good,H,VVS1,8.405,125.93548800000002
8835,0.51,Ideal,H,VVS1,7.482,85.09962999999999
8836,1.69,Ideal,H,VS1,9.538,277.344088
8837,0.34,Ideal,G,VS2,6.39,54.97563600000001
8838,2.02,Premium,G,SI1,9.774,326.51424000000003
8839,1.42,Premium,E,SI1,9.153,226.62936
8840,1.07,Premium,F,VS2,8.695,172.632304
8841,0.51,Ideal,D,SI2,7.142,84.463008
8842,0.42,Ideal,G,VS2,6.742,69.2622
8843,0.54,Very Good,F,SI1,7.135,88.859792
8844,1.0,Good,H,SI1,8.387,159.29973599999997
8845,0.7,Fair,E,SI1,7.662,105.438195
8846,1.25,Good,I,SI2,8.556,203.64191399999999
8847,0.31,Ideal,F,VVS1,6.733,51.207660000000004
8848,0.71,Very Good,D,SI2,7.472,113.92592
8849,0.71,Very Good,G,SI1,7.726,112.46872800000001
8850,0.52,Ideal,G,VVS2,7.555,84.34123199999999
8851,1.11,Premium,D,SI2,8.544,173.95092
8852,0.66,Ideal,G,VVS1,7.969,107.685072
8853,0.7,Very Good,E,SI2,7.724,112.39545000000003
8854,0.55,Ideal,D,SI1,7.359,88.895625
8855,1.01,Ideal,H,VS1,8.68,163.072
8856,1.27,Ideal,H,SI1,8.833,209.34693
8857,0.56,Very Good,F,SI1,7.27,91.57942499999999
8858,0.7,Good,F,VVS2,8.145,116.59619999999998
8859,1.16,Ideal,H,SI1,8.713,192.318486
8860,0.7,Very Good,I,SI1,7.587,111.953772
8861,0.8,Ideal,G,VS1,8.387,130.743
8862,1.59,Premium,G,SI1,9.369,257.871712
8863,1.13,Very Good,F,SI2,8.362,184.3513
8864,0.3,Very Good,D,SI1,6.172,47.91959999999999
8865,1.31,Premium,J,VS2,8.722,215.8471
8866,0.31,Premium,F,SI2,6.26,51.847376000000004
8867,1.15,Premium,G,SI2,8.359,188.53758000000002
8868,1.0,Premium,G,VS1,8.814,161.7472
8869,1.3,Ideal,F,VVS2,9.452,208.24269
8870,1.04,Ideal,F,VS2,8.859,173.456049
8871,0.41,Ideal,D,VS2,6.915,67.77215999999999
8872,0.5,Very Good,I,VVS1,7.278,79.21935
8873,0.52,Premium,D,SI1,7.203,85.17412800000001
8874,1.01,Premium,F,SI2,8.437,160.874928
8875,0.9,Premium,H,SI1,8.038,140.9287
8876,0.3,Very Good,D,SI2,6.103,48.515083999999995
8877,0.33,Ideal,E,VS1,6.745,54.42528000000001
8878,0.51,Premium,F,SI1,7.15,83.05038
8879,0.32,Ideal,D,SI2,6.417,52.227120000000006
8880,0.56,Premium,G,VS1,7.607,93.836991
8881,1.02,Ideal,I,VVS2,8.66,169.742391
8882,1.0,Good,H,SI2,8.262,155.428416
8883,1.13,Ideal,G,VS2,8.873,188.027802
8884,0.42,Ideal,D,SI1,6.947,68.23007999999999
8885,1.21,Good,H,SI1,8.595,189.79833599999998
8886,0.7,Fair,G,VS1,7.777,111.20505
8887,0.25,Very Good,F,VVS2,6.354,41.24681999999999
8888,0.4,Ideal,J,IF,6.631,65.72010000000002
8889,0.34,Very Good,E,SI1,6.571,55.967976
8890,0.5,Premium,E,VS2,7.438,80.685153
8891,0.8,Ideal,F,VS1,8.241,131.899066
8892,0.33,Ideal,F,VVS2,6.635,54.5904
8893,2.01,Ideal,G,SI2,9.67,326.84307
8894,0.3,Ideal,G,VVS1,6.921,49.552932
8895,2.11,Premium,G,SI2,9.518,344.432907
8896,0.61,Ideal,E,VVS1,8.034,100.690119
8897,0.77,Premium,D,VS1,8.286,126.948
8898,0.31,Premium,F,IF,6.773,50.711228000000006
8899,1.0,Good,G,VS2,8.639,159.43687500000001
8900,1.5,Premium,I,SI2,8.926,239.61938400000003
8901,1.51,Very Good,H,SI1,9.155,250.69968
8902,0.41,Premium,E,VVS2,7.125,66.61216800000001
8903,0.55,Ideal,D,VS2,7.563,90.43124999999999
8904,0.28,Very Good,G,VVS2,6.258,46.106236
8905,0.7,Ideal,J,VS2,7.536,114.93479999999998
8906,1.01,Very Good,H,SI1,8.438,164.68920000000003
8907,1.14,Very Good,G,VS2,8.77,185.73282
8908,1.01,Good,F,VVS1,9.106,162.60377399999996
8909,0.73,Premium,E,VS1,8.123,119.41880499999999
8910,0.33,Ideal,G,VS1,6.75,53.574885
8911,0.3,Premium,I,VVS2,6.515,49.29618400000001
8912,0.38,Premium,G,VS1,6.725,62.90770199999999
8913,0.57,Ideal,E,VS1,7.541,93.815008
8914,0.31,Ideal,F,VS2,6.438,49.73567899999999
8915,0.3,Very Good,G,SI1,6.103,49.921920000000014
8916,1.51,Ideal,F,SI1,9.498,247.80892499999996
8917,0.8,Premium,J,SI1,7.516,130.22646
8918,1.2,Ideal,D,SI1,8.924,193.91736
8919,0.51,Premium,F,VS1,7.515,84.56609
8920,1.2,Very Good,H,SI1,8.732,190.2285
8921,1.2,Very Good,E,VVS1,9.474,193.09935599999997
8922,1.02,Ideal,G,VS2,8.802,167.9552
8923,0.52,Premium,D,SI1,7.227,85.608824
8924,0.26,Very Good,E,VVS1,6.29,43.389269999999996
8925,0.7,Very Good,J,VS1,7.552,112.53834600000002
8926,0.57,Ideal,G,VS1,7.63,93.59524800000001
8927,0.7,Ideal,J,VS2,7.536,113.20495199999999
8928,0.71,Fair,I,VS1,7.748,116.36688000000001
8929,1.11,Ideal,I,VS2,8.532,183.351492
8930,0.4,Ideal,H,VVS1,6.925,66.925008
8931,1.01,Very Good,E,VS2,8.754,156.17448
8932,1.12,Premium,J,SI1,8.31,184.33968000000004
8933,0.34,Premium,F,VS1,6.613,55.774719
8934,0.38,Ideal,G,SI1,6.501,62.08587000000001
8935,0.61,Very Good,G,SI1,7.414,100.57663199999999
8936,0.51,Very Good,J,VS2,6.916,82.41219
8937,0.4,Very Good,E,VS2,6.816,66.307032
8938,0.33,Ideal,E,VVS2,6.766,54.303795
8939,0.35,Ideal,E,VVS1,7.086,57.790459999999996
8940,0.54,Premium,F,VS2,7.488,89.43274
8941,1.17,Ideal,F,VVS1,9.383,193.233106
8942,1.06,Premium,G,VS1,8.872,172.112352
8943,0.61,Very Good,H,VS2,7.371,99.06732000000001
8944,0.3,Good,D,SI2,6.103,49.64177999999999
8945,0.5,Very Good,G,VVS2,7.516,82.156536
8946,1.5,Premium,D,VS1,9.729,241.869078
8947,0.3,Premium,H,VS1,6.515,48.92659200000001
8948,0.72,Ideal,H,IF,8.089,118.5984
8949,1.01,Very Good,I,VS2,8.448,161.083941
8950,1.51,Premium,J,SI1,8.807,241.69908
8951,0.7,Ideal,D,VS1,8.169,114.44866000000002
8952,1.56,Good,F,SI2,9.189,266.90833
8953,1.11,Very Good,G,VS1,8.923,183.39642
8954,1.0,Very Good,G,VS1,8.834,165.446304
8955,0.7,Ideal,E,VS2,8.062,112.56537599999999
8956,1.51,Ideal,G,VS2,9.581,250.251372
8957,0.31,Good,I,SI1,6.011,50.476608000000006
8958,1.11,Premium,F,VS1,8.966,185.249025
8959,1.52,Very Good,I,SI1,8.923,244.060872
8960,2.01,Good,J,SI1,9.423,323.898768
8961,0.36,Ideal,H,SI1,6.288,60.12349199999999
8962,1.28,Very Good,H,SI2,8.82,212.030424
8963,0.33,Ideal,F,VVS1,6.871,55.06985
8964,0.91,Ideal,E,SI2,8.231,151.12266
8965,0.38,Ideal,G,VS1,6.974,61.923120000000004
8966,0.34,Very Good,E,VS2,6.491,55.61136799999999
8967,1.08,Ideal,F,VS2,8.978,179.268488
8968,0.29,Premium,I,VS2,6.061,46.72458
8969,0.31,Ideal,D,SI1,6.596,51.062039999999996
8970,1.57,Premium,G,VS1,9.56,260.5052
8971,1.22,Premium,H,VS2,8.796,196.62788
8972,0.37,Premium,F,SI1,6.673,60.253622
8973,0.3,Very Good,G,VVS1,6.671,48.90986099999999
8974,0.9,Premium,F,SI2,8.176,146.71124999999998
8975,1.23,Premium,G,VS1,9.034,200.414214
8976,0.41,Ideal,E,VVS2,7.079,67.65264999999998
8977,1.52,Ideal,G,VS2,9.469,249.40141500000001
8978,0.3,Ideal,E,SI1,6.515,49.80528
8979,0.36,Ideal,H,VS2,6.395,60.647444
8980,0.42,Premium,E,SI1,6.582,70.131
